ギルドリーヴ 	 Levemete
見捨てられたポータル 	 Empty Portal
オストラコン・エーナ 	 Ostrakon Hena
命なき街 	 The Nekropolis
最果ての中心 	 Absolute Horizon
レムナント 	 The Dead Ends
主観測室 	 Central Observatory
星海結晶域 	 Saltcrystal Strings
星海乱流域 	 Midnight Downwell
エーテル鏡群 	 Aetherial Lens
星海深淵域 	 Abyssal Plane
星海中枢域 	 Aetherostatic Peak
シャーレアン魔法大学 	 The Studium
バルデシオン分館前 	 The Baldesion Annex
哲学者の広場 	 The Rostra
ルヴェユール邸前 	 The Leveilleur Estate
漂流者の丘 	 Journey's End
知神の港 	 Scholar's Harbor
アルティフィスホール（ラヴィリンソス方面） 	 The Hall of Artifice (Labyrinthos)
メーガドゥータ宮前 	 Meghaduta
ルヴェーダ製糸局前 	 Ruveydah Fibers
ラザハン・ランディング 	 Airship Landing
アルザダール廟前 	 Alzadaal's Peace
星戦士団本営前 	 Hall of the Radiant Host
メリードズメイハネ 	 Mehryde's Meyhane
真眼門（サベネア島方面） 	 The Gate of First Sight (Thavnair)
樹海の空地 	 Trnakiya
里長邸前 	 Insight
デーヴァター寺院 	 Devatagara
ヴァナスパティ樹海 	 Vanaspati
祈りの水辺 	 Wandering Wellspring
決意の道 	 The Chosen Path
シュラマナの里 	 Sramana's Salve
太陽の階段 	 Sun's Ascent
石窟寺院群 	 The Temple Stones
天の最果て 	 Beyond the Stars
レムレースのオフィス 	 Lemures Headquarters
作戦立案室 	 Strategy Room
神門の間 	 The Nethergate
星海 	 The Aetherial Sea
ロスト・ハイドロリック 	 The Lost Hydraulic
ジュニャーナ洋上祭殿 	 Jnanamandapa
アイティオン星晶鏡 	 The Aitiascope
忘れられたポータル 	 Unmemoried Portal
スワルナの大蔵 	 Svarna
オムファロス 	 The Omphalos
ポルタ・デクマーナ 	 The Porta Decumana
パンデモニウム正門 	 The Gates of Pandæmonium
ヌーメノン大書院：禁書庫 	 Restricted Archives
アルザダール海底遺跡群 	 Alzadaal's Legacy
トロイアコート 	 The Fell Court of Troia
アイティオン星晶鏡 	 The Aitiascope
ゼロの領域 	 Zero's Domain
メーガドゥータ宮の客間 	 Meghaduta Guest Chambers
魔人の隠れ家 	 Sneaky Hollow
リサーチA4 	 A-4 Research
エリュシオン 	 Elysion
名もなき島 	 Unnamed Island
アルキミヤ製薬堂 	 The High Crucible of Al-Kimiya
呪髪の風塔 	 Storm's Crown
ゼロのねぐら 	 Zero's Hideout
広場 	 Ramshackle Square
カフェ「ラストレムナント」 	 The Last Dregs
農業区画 	 Elysian Fields
知神の港 	 Scholar's Harbor
碧き谷 	 Oinops
沈思の泉 	 Reflecting Pool
一号天球口 	 Unmoved Source Alpha
一号排出路 	 The Mover Alpha
二号天球口 	 Unmoved Source Beta
二号排出路 	 The Mover Beta
ディープモート 	 Deepmoat
メーガドゥータの飛沫 	 Meghaduta
イェドリマン沿岸 	 Yedlihmad
サベネア島近海 	 The Thavnairian Coast
デミールの遺烈郷沿岸 	 The Great Runoff
ギガントガル採石場 	 Giantsgall Grounds
トラーナ関門 	 The Wakeful Torana
クシールローダ川 	 Ksiroda
パワナの悔悟 	 Pavana's Remorse
マーヤーの幻泉 	 The Font of Maya
薫香の浜 	 The Perfumed Tides
エブラーナ不凍池 	 The Eblan Thaw
潔白の環濠 	 The Stainless Course
グレーテスト・エンズヴィル 	 Greatest Endsvale
クロロフォス・ポンド 	 The Chlorophospond
氷土の亀裂 	 The Frozen Fissure
逍遥水径 	 Rumination's Ramble
牙の園下層 	 The Lower Hungering Gardens
レーテー海 	 Lethe
ヘロス・デカオクトγ 	 Apohelos 18-γ
ヘロス・デカオクトβ 	 Apohelos 18-β
ヘロス・デカオクトα 	 Apohelos 18-α
逡巡の泉 	 The Wellspring of Regret
イーアの里 	 Abode of the Ea
リムニ・デカオクト 	 Limne 18
リムニ・トゥリアα 	 Limne 3-α
リムニ・トゥリアβ 	 Limne 3-β
創造中空層 	 Central Aerial Artifice
創造高空層 	 Upper Aerial Artifice
創造天空層 	 Prime Artifice
海洋区画 	 Elysian Seas
遊園区画 	 Elysian Playgrounds
森林区画 	 Elysian Groves
パライストラ 	 The Palaistra
ヴォルカニック・ハート 	 The Volcanic Heart
クラウドナイン 	 Cloud Nine
東方絡繰御殿 	 The Clockwork Castletown
レッド・サンズ 	 The Red Sands
ベイサイド・バトルグラウンド 	 The Bayside Battleground
詩想空間 	 Medias Res
詩想空間 	 Medias Res
レムナント 	 The Dead Ends
オストラコン・エークシ 	 Ostrakon Hexi
オストラコン・オクト 	 Ostrakon Okto
オストラコン・デカエプタ 	 Ostrakon Deka-hepta
消えゆく貝塚 	 Shell Mound
抑止の丘 	 Deterrence Grounds
世界樹の庭 	 The World Tree
穢れた渚 	 Pestilent Sands
グレビュオフの集落 	 Grebuloff Pillars
ジャッジメント・デイ 	 Judgment Day
満ち足りた世界 	 The Plenty
エキサイトロン 	 The Excitatron 6000
エキサイトロン入口 	 Admissions
第一区画 	 Hyperstage 1
第二区画 	 Hyperstage 2
第三区画 	 Hyperstage 3
第四区画 	 Hyperstage 4
最終区画 	 The Hypermost Stage
バブイルの塔 	 The Tower of Babil
E号魔導貨物線 	 Magitek Freight Depot E
地下区画 	 Subterranean Sector
昇降区画 	 Conveyance Sector
宮殿区画 	 Palatial Sector
増築区画 	 Auxiliary Sector
魔導整備庫 	 Magitek Servicing
武術訓練ホール 	 Martial Conditioning
鉄の肚 	 The Iron Womb
XLIX式貨物車 	 Mark XLIX Freighter
搬出通路 	 Loading Belt
A号昇降機 	 Magitek Lift A
連絡通路 	 Connecting Corridor
宮殿通路 	 Palatial Corridor
鎖環の間 	 The Chain
地脈歪曲層 	 Aetherial Distortion
アニマディメンション 	 Anima's Dimension
パンデモニウム辺獄深層 	 The Sanguine Limbo
イディルシャイア 	 Idyllshire
ラールガーズリーチ 	 Rhalgr's Reach
ガレマルド 	 Garlemald
エンピレアム 	 Empyreum
聖竜門 	 Great Wyrm's Gate
スノースティープ浴場 	 Snowsteep Springs
斧槍通り 	 The Halberd's Head
義勇門 	 Kind Traveler's Gate
ダングラン記念公園 	 Dangoulain's Devotion
新飛竜泊 	 Risensong Rookery
アイティオン星晶鏡 	 The Aitiascope
下層 	 Lower Sepulchres
深層 	 Cairn's Hollow
[拡張街]聖竜門 	 Great Wyrm's Gate Subdivision
[拡張街]スノースティープ浴場 	 Snowsteep Springs Subdivision
[拡張街]義勇門 	 Kind Traveler's Gate Subdivision
[拡張街]ダングラン記念公園 	 Dangoulain's Devotion Subdivision
[拡張街]新飛竜泊 	 Risensong Rookery Subdivision
アルザダール海底遺跡群 	 Alzadaal's Legacy
バフラウ遺構 	 The Bhaflau Remnants
アラパゴ遺構 	 The Arrapago Remnants
ゼオルム遺構 	 The Zhayolm Remnants
崩れかけた広間 	 Undersea Entrance
豊穣の間 	 The Threshold of Bounty
封宝の間 	 Weaver's Warding
バフラウ遺構 	 The Bhaflau Remnants
アラパゴ遺構 	 The Arrapago Remnants
ゼオルム遺構 	 The Zhayolm Remnants
●玉座の間 	 ●玉座の間
●財宝の間 	 ●財宝の間
アルザダール3世の宝物殿 	 The Thrice-won Hoard
輝ける神域 アグライア 	 Aglaia
雷天 	 Heaven of Lightning
炎天 	 Heaven of Fire
二面宮 	 The Twin Halls
雷天 	 Heaven of Lightning
炎天 	 Heaven of Fire
技巧宮 	 Ingenuity's Foothold
導きの歩廊 	 The Path
彗星宮 	 Monument to Destruction
壮麗なる都 	 Endless City
審理宮 	 Circle of Inquiry
二面宮 	 The Twin Halls
ロッホ・セル湖南西 	 Loch Seld Southwestern Lakebed
トロイアコート 	 The Fell Court of Troia
第四監獄棟 	 Carcere IV
トロイア城 	 Troia Keep
水占庭園 	 Hydromantic Terraces
責罪広場 	 Penitence
筆頭神官の間 	 Seat of the Foremost
姉妹たちの園 	 The Garden of Epopts
庭園への階 	 Pilgrim's Ascent
第四監獄棟 	 Carcere IV
トロイア城 	 Troia Keep
水占庭園 	 Hydromantic Terraces
エリュシオン農業区画 	 Elysian Fields
エリュシオン海洋区画α 	 Elysian Seas α
エリュシオン海洋区画β 	 Elysian Seas β
エリュシオン遊園区画α 	 Elysian Playgrounds α
エリュシオン遊園区画β 	 Elysian Playgrounds β
寄生生物隔離棟 	 The Pestilent Purgatory
呪髪の風塔 	 Storm's Crown
創生樹隔離棟 	 The Hollow Purgatory
シラディハ水道 	 The Sil'dihn Subterrane
泥水ポンプ棟 	 Silt Pump
花園の前庭 	 Forgotten Forecourt
孔雀石の間 	 Malachite Portico
秘蔵の間 	 Shaded Solace
陽だまりの花園 	 Sunlit Garden
汚泥処理池 	 Settling Basin
勇士たちの寝所 	 Eternal Ease
祭具室 	 Ceremonial Stores
沈石搬出施設 	 Sifting Site
御前闘技台 	 The Cornice of Favor
王族の私室 	 Royal Bedchambers
王家の食卓 	 The Sultan's Table
謁見の間 	 Audience Chamber
シラディハ公庫 	 Prosperity
聖火兵器安置場 	 Cold Arms' Quietus
聖火と天秤の間 	 Beacon's Balance
選扉の間 	 Thresholds Three
灌漑用水路 	 Irrigation Ducts
翠の散策路 	 Spring's Passage
地下河川取水堰 	 Groundwater Intake
汚水処理区画 	 Sanitation Sluices
聖戦への岐路 	 Flames' Fork
掃討作戦前哨地 	 The Traders' Return
上水道施設 	 Cistern System
シラディハ王政区画 	 The Quarter of Rule
後宮 	 Hidden Halls
共闘記念斎場 	 Friendship's Testament
異聞シラディハ水道 	 Another Sil'dihn Subterrane
知恵の層 	 The Jewel
力の層 	 The Helm
天秤の層 	 The Scales
壱の試練 	 Trial of Knowledge
弐の試練 	 Trial of Might
参の試練 	 Trial of Balance
知恵の庭 	 Refuge of the Wise
力の庭 	 Refuge of the Powerful
採集環境 	 The Wilds
開拓拠点 	 Home Sweet Hideaway
海賊たちの浜 	 Pirate Bay
飛び石岩礁 	 Rocky Reef
のっぺり丘 	 Gentle Slope
山の泉 	 Small Spring
とんがり山頂 	 True Summit
山の中腹 	 Sunrise Lookout
サンゴ海岸 	 Coral Sands
青空池 	 Pristine Pond
三角岬 	 Peak Point
縦の川 	 Northward Stream
横の川 	 Eastward Stream
猛毒生物隔離棟 	 The Caustic Purgatory
生命神秘研究棟 	 Stygian Insenescence Cells
エリュシオン 	 Elysion
エリュシオン 	 Elysion
エリュシオン 	 Elysion
エリュシオン 	 Elysion
エリュシオン 	 Elysion
エリュシオン 	 Elysion
[拡張街]斧槍通り 	 The Halberd's Head Subdivision
喜びの神域 エウプロシュネ 	 Euphrosyne
土天 	 Heaven of Earth
氷天 	 Heaven of Ice
氷天宮 	 Hall of the Spear
氷天宮屋上 	 Arete
土天 	 Heaven of Earth
氷天 	 Heaven of Ice
豊穣の地 	 Fertile Plains
世界樹の根土 	 The Roots
世界樹 	 The Bole
削られた氷河 	 Hanging Tributary
戦神の間 	 The Barbs
ラピス・マナリス 	 Lapis Manalis
モンス・アルバス山腹 	 Mons Albus
ヴィクス・メッソルム 	 Vicus Messorum
フォンス・マナリス 	 Fons Manalis
雪獣の帝座 	 The Silvan Throne
フォルム・メッソルム 	 Forum Messorum
青炎の棘 	 Deepspine
穂刈の炉 	 Lar
モンス・アルバス山腹 	 Mons Albus
ヴィクス・メッソルム 	 Vicus Messorum
フォンス・マナリス 	 Fons Manalis
ケンの島南西 	 Southwestern Isle of Ken
水没した教会周辺 	 The House of the First Light
ブロンズレイク北東湖底 	 Northeast Bronze Lake Depths
双月の間 	 The Chamber of Revolutions
XLVII登山雪道 	 Via Nivalis XLVII
僭主の森 	 Tyrannis
エルピス・ギュムナシオン祭殿 	 The Shifting Gymnasion Agonon
次元の狭間 	 The Interdimensional Rift
試練の山 	 Mount Ordeals
ホーパーズ・ホールド 	 Hoper's Hold
モンス・アルバス山麓 	 Pes Albus
モンス・アルバス山麓 	 Pes Albus
カドガの大岩 	 Khadga
魔導雪上車甲板部 	 Magitek Snowcraft 
ラピス・マナリス 	 Lapis Manalis
立方魔法陣 	 The Voidcast Dais
ハーム島 	 The Aetherfont
流氷帯 	 Ice Field
ハーム島 	 Isle of Haam
星霊間欠泉群 	 The Aetherfont
流氷の円庭 	 Landfast Floe
シアンキャップ中継地 	 Cyancap Cavern
エーテリックポンド 	 The Deep Below
流氷帯 	 Ice Field
ハーム島 	 Isle of Haam
星霊間欠泉群 	 The Aetherfont
十四座の間 	 The Chamber of Fourteen
六根山 	 Mount Rokkon
六根山麓 	 Mountain Base
六根山林道 	 Shaded Approach
五堂塔下層 	 Lower Pagoda
五堂塔中層 	 Upper Pagoda
五堂塔上層 	 Fifth Story
六根山参道 	 Pilgrim's Road
六根山山道 	 Ascetic's Climb
眼根の木間 	 Last Glimpse
金堂 	 Hall of Temptation
落葉川河畔 	 Autumn Rivers' End
眼根の御堂 	 Hall of the Unseen
宝蔵の間 	 Hall of Becoming
怪鳴石の磐座 	 Stone's Silence
浄桜湖 	 Pond of Spring Rain
赤青の像廟 	 The Cardinal Gate
身根の湯 	 Untouched Spring
意根の古堂 	 Shrine of the Sixth Sense
六根山麓 	 Mountain Base
眼根の林道 	 Scenic Path
五堂塔下層 	 Lower Pagoda
五堂塔中層 	 Upper Pagoda
五堂塔上層 	 Fifth Story
鼻根の竹林 	 Fragrant Forest
聖浄院本堂 	 Shojo Sanctum
聖浄院回廊 	 Way of Naught
聖浄院宝蔵堂 	 Sacred Stores
舌根の険道 	 Sweet Path
耳根の険道 	 Singing Path
望桜の湖畔 	 Shore of Far Sight
異聞六根山 	 Another Mount Rokkon
福徳の層 	 Path of the First Virtue
智徳の層 	 Path of the Second Virtue
寿徳の層 	 Path of the Third Virtue
福徳の狭間 	 The Single Step
智徳の狭間 	 The Clever Roost
福徳の試練 	 Trial of Benevolence
智徳の試練 	 Trial of Wisdom
寿徳の試練 	 Trial of Responsibility
福徳の道 	 Path of the First Virtue
智徳の道 	 Path of the Second Virtue
寿徳の道 	 Path of the Third Virtue
彼女が生きた時代 	 The Dream She Lived
隔離領域III 	 Containment Area III
彼女が死にゆく時代 	 The Dream She Lost
隔離領域V 	 Containment Area V
私が微睡む時代 	 My Dream Everlasting
アレクサンドリア城下町 	 Alexandria
流れゆく記憶の狭間 	 Volatile Memory Cache
アレクサンドリア城下町 	 Alexandria
星海滞留域 	 The Aetherial Slough
とんがり山の洞窟 	 Mountain Hollow
陸上 	 Surface Terrain
洞窟 	 Cave System
万魔の産屋 	 The Dæmons' Nest
セイレーン海 	 The Sirensong Sea
クガネ 	 Kugane
紅玉海 	 The Ruby Sea
無二江 	 The One River
セイレーン海沖合 	 Open Sirensong Sea
セイレーン海沖合：幻海流 	 Sirensong Spectral Current
クガネ沖合 	 Kugane Coast
クガネ沖合：幻海流 	 Kugane Spectral Current
紅玉海沖合 	 Open Ruby Sea
紅玉海沖合：幻海流 	 Ruby Spectral Current
無二江下流 	 Lower One River
無二江下流：幻海流 	 One River Spectral Current
神の座 	 Ascension
創造世界 	 Apex of Creation
アラヤの宝塔 	 The Gilded Araya
魔石の鉱脈 	 Spriggan's Delight
つらら洞 	 Shiny Spring
エスティニアンの客室 	 Estinien's Chambers
セナトゥス駅 	 Senatus
赤き月 	 The Red Moon
アロアロ島 	 Aloalo Island
アロアロ島外縁 	 Island Foreshore
アロアロ島湾岸 	 Island Coastline
算命樹への道 	 Incalculable Approach
算命樹の幹 	 The Incalculable
アロアロ島内陸部 	 Island Interior
算命樹の根 	 Thatchroot
忘れられた遺跡 	 Arboreal Structure
忘れられた祭祀場 	 Forgotten Sanctum
ケトゥルの江湾 	 Ketulu Cove
老樹の切り株 	 Elder Stump
古き広場 	 Ancient Forum
鯨の還る地 	 Seasong's Rest
大樹の命泉 	 The Origin Spring
昏き微睡の間 	 Slumbering Canopy
神子の祭壇 	 Kairimai Loquloqai
遺忘の史跡 	 Ancestral Pavilion
名もなき白浜 	 Silver-white Sands
波食い洞 	 Waveater Cave
テサタの入り江 	 Tesata Bay
船食いのトンボロ 	 Shipwreck Shoal
髭の岬 	 Baleen Cape
痕の沼地 	 Abiding Wetlands
算命樹の麓 	 Incalculable Roots
樹上の道 	 Boughsplane
算術士の洞 	 The Arithmetician's Cup
算命樹の樹冠 	 Incalculable Heights
木像の道 	 Aloqulo Thickets
巡礼の場 	 Sacred Site
夢見の地下道 	 Dreaming Halls
古き参道 	 Ancient Trail
霧の道 	 Shrouded Bridge
神子の祭祀場 	 The Speaker's Realm
異聞アロアロ島 	 Another Aloalo Island
ディルムの層 	 Dilumu
クルペの層 	 Qurupe
ノコセロの層 	 Nokosero
ディルムの狭間 	 Sands of Morn
クルペの狭間 	 Roots of Gloam
ディルムの試練 	 Dawn Trial
クルペの試練 	 Dusk Trial
ノコセロの試練 	 Midnight Trial
ディルムの道 	 Dalu Dilumu
クルペの道 	 Dalu Qurupe
ノコセロの道 	 Dalo Nokosero
●ハーム島研究施設前 	 ●ハーム島研究施設前
サイバイ洞周辺 	 Saibai Cavern
ブロンズレイク北西湖底 	 Northwest Bronze Lake Depths
月の地下渓谷 	 The Lunar Subterrane
月の地下渓谷 	 The Lunar Subterrane
バロンの町 	 Baron
バロン城 	 Baron Castle
クリスタル広場 	 Cloven Crystal Square
バロン城正門 	 Bloodied Barbican
バロン城中庭 	 Carnelian Courtyard
月の地下渓谷 	 The Lunar Subterrane
バロンの町 	 Baron
バロン城 	 Baron Castle
赤き月の底 	 The Abyssal Fracture
詩想空間 	 The Memory of Embers
華めく神域 タレイア 	 Thaleia
水天 	 Heaven of Water
知神の水郷 	 Mind's Libation
風天 	 Heaven of Wind
旅神の霊峰 	 Mythic Mountains
オシュオン神殿 	 The Wanderer's Heights
オムファロス 	 The Omphalos
星天 	 Highest Heaven
水天 	 Heaven of Water
知神の水郷 	 Mind's Libation
風天 	 Heaven of Wind
旅神の霊峰 	 Mythic Mountains
オムファロス 	 The Omphalos
星天 	 Highest Heaven
知恵の河 	 River of Knowledge
大洋の虚 	 Briny Deep
風の通り道 	 Windward Pass
オシュオン神殿 	 The Wanderer's Heights
祝福の天球 	 The Twelve's Embrace
導きの水廊 	 Way of the Wise
六天座の門 	 Seventh Gate
六天座の階 	 Stairway to the Seventh
水晶の地底湖 	 Mother Lode
ゴルベーザの記憶 	 What Once Was
渓谷の底 	 Darkened Vestibule
ブランダーヴィルスクウェア 	 Blunderville Square
ブランダーヴィル 	 Blunderville
マンダヴィルフィーバー 	 Gentlebean's Fever
マンダヴィルパレード 	 Manderville-can Parade
マンダヴィルスピナー 	 The Gold Swiveller
マンダヴィルキャッスル 	 Saucery Siege
マンダヴィルマウンテン 	 Manderville Mountain
マンダヴィルロビー 	 Lobbyville
早足の浜 	 Swiftstep Beach
忘れられた道 	 Forgotten Footfalls
算命樹の枝 	 Incalculable Boughs
ウォーコー・ゾーモー 	 Worqor Zormor
ジィゴ・ゾーモー 	 Zirgor Zormor
モーガァダー天壁 	 Morgardar Ridge
ゾーの天頂 	 Summit of Zor
ジィゴ・ゾーモー 	 Zirgor Zormor
モーガァダー天壁 	 Morgardar Ridge
ゾーの天頂 	 Summit of Zor
猛凰の爪痕 	 Ruin's Wrath
凪の露営地 	 Calmgrounds
凪への復路 	 Grounding Way
雲への往路 	 Skybound
煙嵐の廃路 	 Forsaken Haze
モーガァの白海 	 Morgar Rise
モーガァ王屯所 	 Council of Morgar
カーリョー陵墓 	 Karryor the Resting
消えゆく記憶の狭間 	 Corrupted Memory Cache
アレクサンドリア城下町 	 Alexandria
凱旋通り 	 Victors' March
平和広場 	 Peacemeet
再臨の地 	 Reascension
ヨカ・トラル 	 Yok Tural
サカ・トラル 	 Xak Tural
アンロスト・ワールド 	 Unlost World
ソリューション・ナイン 	 Solution Nine
トライヨラ 	 Tuliyollal
オルコ・パチャ 	 Urqopacha
コザマル・カ 	 Kozama'uka
ヤクテル樹海 	 Yak T'el
シャーローニ荒野 	 Shaaloani
ヘリテージファウンド 	 Heritage Found
リビング・メモリー 	 Living Memory
ヨカ・トラル 	 Yok Tural
サカ・トラル 	 Xak Tural
アンロスト・ワールド 	 Unlost World
ソリューション・ナイン 	 Solution Nine
トライヨラ 	 Tuliyollal
連なる丘 	 The Arterial Climb
赤銅の門庭 	 Copperstone
満ちた玄関 	 High Tide Harbor
翼鏡の街 	 The Resplendent Quarter
鸞翔の城郭 	 Exultation
ヴォロク連王宮 	 Vollok Shoonsa
羽毛広場 	 The Winged Walk
金凰の間 	 Sunperch
鵬翼の露台 	 Pinion's Reach
サカ・トラル関門 	 Xak Tural Skygate
ゾーゴー永結橋 	 Zorgor the Boundless
ブライトプルーム・ポスト 	 Brightploom Post
フヌイリーの塔 	 Hunu'iliy
エクワーヤ広場 	 Ek-wawya Plaza
鳥趾大路 	 Talonmarch
シーフォーム農園 	 Seafoam Fields
ベイサイド・ベヴィー 	 Bayside Bevy
ワチュメキメキ万貨街 	 Wachumeqimeqi
タコスのチーちゃん 	 Aunt Tii's Tacos
エーテライト・プラザ 	 Tuliyollal Aetheryte Plaza
嘴休めの泉 	 Downripple
シャバーブチェ 	 Xbalyav Ty'e
ゴーニトルクの宝浜 	 Gornitruq Gleamsands
金煌なる旅程 	 Morrow's Measure
フォルアード・キャビンズ 	 The For'ard Cabins
グルージャジャ凱旋門 	 Arch of the Dawn
曙歌の大太鼓 	 The Dawnherald
気球発着場 	 Dirigible Landing
アルパカ停留場 	 Alpaca Stables
チャバ・ユケク 	 Chabayuqeq
チャバ・メキ 	 Chabameki
千古への慰め 	 Solace
遥遠なる嘆き 	 Sorrow
ラァー・トートー 	 Larh Tortoh
ワチュン・ペロ 	 Wachunpelo
メスカル蒸留所 	 Mezcal Distillery
友の牧場 	 The Family Ranch
指先の館 	 Delicate Designs
イクヴロ隊商宿 	 Icuvlo's Inn
アガベの歯列 	 Agave Jaws
パナクペル・リトリート 	 Panaqpelu Retreat
ポーベル商運公司 	 Povlu's Peddlery
キーベル・カピー農園 	 Ciblu's Coffee Grounds
ミープル・マテ茶園 	 Miplu's Mate Garden
オルン・カンカ 	 Oruncanca
万ヶ踏跡 	 Ten Thousand Steps
ウォーラーの残響 	 Worlar's Echo
カーリョーザー祭拝殿 	 Karryorzar the Gracious
哀苦の影 	 Shades of Grief
ナーヨー・ゴーナ 	 Naryor Gorna
佇む自証 	 Proof
涙浮かぶ星池 	 Sunken Stars
チーワグー塩田 	 Chirwagur Saltern
チーワグー塩池 	 Chirwagur Lake
ウォーコー・ゾーモー 	 Worqor Zormor
忘れじの深奥 	 Indelible Passage
花守の塚屋 	 Sentinel
ウォーコー・ラァ・ドー 	 Worqor Lar Dor
カーヴァーフー湖 	 Karvarhur the First
ウユー・ウブ 	 Uyuyub'
ボポル・ウィヒヒ 	 Bopo'uihih
ミヤカ・ベック下流 	 Miyakabek'zu
ウユー・ポガ 	 Uyuypoga
デュースパン・バンク 	 The Dewspun Bank
ミヤカ・ベック上流 	 Miyakabek'zoma
グロストファイア・バンク 	 The Glostfired Bank
オック・ハヌ 	 Ok'hanu
生い茂る薫風の屋敷 	 House of Winds High
キキトラ洞 	 Cave Kikitola 
ショドゥネの滝 	 Xodune
ショーヌの滝 	 Xo'onu
ショピックの滝 	 Xopik'
クル・シャゲ 	 Ku'uxage
竿網桟橋 	 Breath Between
プィフ橋 	 Bridge Puyhu
金渦水田 	 Fields of Gold
オック・ベックベ 	 Ok'bek'be
清き水満ちる浮島の屋敷 	 House of Waters High
コザヌア・キー 	 Kozanuakiy
ポガ停船所 	 Dock Poga
翼なき姉弟の大階段 	 Flight of We Wingless
照らされし参道 	 Stride of the Sun
朋友の灯火 	 Many Fires
トゥム停船所 	 Dock Tumu
リガカの潟 	 Marsh Ligaka
敗者の船 	 Shoals of No Return
イフイカ・トゥム 	 Ihuykatumu
アースンシャイア 	 Earthenshire
釉薬の工房 	 The Workpot
割れた水瓶 	 Cracked Cistern
飛び立ちし巨影の標 	 The Imperious
奸臣の飾り棚 	 Deceiver's Mantel
ウトォームの地平線 	 The Ut'ohmu Horizon
ショブリト灰戦場 	 The Xobr'it Cinderfield
ジャティーカ央森 	 The Ja Tiika Heartland
底碧きセシュドロース 	 The Cerulean Cexudross
気球発着場 	 Dirigible Landing
ヤクアワク・ゾユ 	 Yak Awak Tsoly
イクブラーシャ 	 Iq Br'aax
星覚えの園庭 	 Garden of the Stars
牙磨く鋳工 	 The Fanged Foundry
シャムン・ホジャー 	 Xmun Hojaw
睨視する夜番 	 Nightstalker's Shadow
シャダータラト・ゾユ 	 Xd'aa Talat Tsoly
イクラシュ・ゾユ 	 Iq Rrax Tsoly
イヨンアソの家々 	 Village of Ilyon Asoh
ショブリト・ゾユ 	 Xobr'it Tsoly
ティーンベク洞道 	 The Ty'iinbek Traverse
シャティーンベク・ゾユ 	 Xty'iinbek Tsoly
マムーク 	 Mamook
モシュク・レルーヌク演舞台 	 The Glory of Moxuk Reloonuk
甘い涌き水 	 Sapsweet Cenote
碧眼の家 	 Blue-eyes' Abode
ゴルマジーカ蜜園 	 Golmajiik Grove
幻煌樹 	 Tree of Living Light
空の重し 	 Choliselvaas
セノーテ・ネヨーゾテ 	 Cenote Neyozzote
モシュトラル・ズージャ 	 Moxutural Zooj
セノーテ・ジャユンジャ 	 Cenote Jayunja
鱗の錬磨場 	 Whetstone
足首の小セノーテ 	 Ankledeep
ゴクドラーク岩窟 	 Gok Draak Descent
天深きセノーテ 	 The Skydeep Cenote
スキャンポート 	 Scanning Port Nine
レジデンシャルセクター 	 Residential Sector
コマースセクター 	 Commerce Sector
ガバメントセクター 	 Government Sector
レクリエーションゾーン 	 Recreation Zone
レイノード・ナイン 	 Leynode Nine
インフォメーションセンター 	 Information Center
9-14居住殻 	 Residential Radius 9-14
ネクサスアーケード 	 Nexus Arcade
モザイク・コーヒー 	 Mosaic
レゾリューション 	 Resolution
プラクシスパーク 	 Praxis Park
トゥルービュー 	 True Vue
アルカディア・ソサエティ 	 The Arcadion
ネオンスタイン 	 Neon Stein
バックルーム 	 The Backroom
ジム・トライテール 	 Tritails Training
ヤータナネ草地 	 Yawtanane Grasslands
パリヨーナン沃野 	 Pyariyoanaan Plain
エシュケヤーニ荒原 	 Eshceyaani Wilds
フーサタイ宿場町 	 Hhusatahwi
ルワテニヤーサ 	 Luwateninyawawsa
サンシェヤの大口 	 Maw of Sansheya
トライヨラ関門 	 Tuliyollal Trailhead
トーリ湖 	 Lake Toari
メワヘイゾーン 	 Mehwahhetsoan
ウィダヨーナン台地 	 Boughs of Hwittayoanaan
善き釣り人の岸辺 	 Otsekarri Shore
シェシェネ青燐泉 	 Sheshenewezi Springs
シャーローニ駅 	 Shaaloani Station
トナテニャイ 	 Tonatenyawi
語り風の丘 	 Mount Loazensasaya
ヨエヤ・ウィド墓地 	 Yoweya-hwitto Cemetery
ヨエカ峡 	 Yowekwa Canyon
パーエヘッパの丘 	 Pyaayehe'pya
ヤースラニ荒野東部 	 East Yyasulani
エバーキープ外縁 	 Everkeep Ward
旧アレクサンドリア城下町 	 Archeo Alexandria
ヴァンガード 	 Vanguard
ヤースラニ駅 	 Yyasulani Station
テッシャ・パニ廃村 	 Tesh'pyani Village
サンダーヤード 	 The Thunderyards
送雷塔群 	 The Pylons
空の坑道 	 Earthen Sky
蓄雷増幅施設 	 Electric Potential
エバーキープ 	 Everkeep
アウトスカーツ 	 The Outskirts
ユーペ円形農地 	 Yyupye's Halo
ドリフトダウンズ 	 The Driftdowns
●命名なし 	 ●命名なし
融合した家屋 	 Tumbled Hearthrises
兵器射爆塔 	 Spire of Trial
帯雷危険区域 	 Crackling Chasm
水没した旧市街 	 Submerged Skyline
記名された墓地 	 The Nameslates
エレクトロープ採石場 	 Electrope Strike
リメンバー・ゲート 	 Gate of Remembrance
カナルタウン 	 Canal Town
イェスタランド 	 Yesterland
ウィンドパスガーデン 	 Windspath Gardens
